criminalidad,es_archivo,es_preclusion,estado,etapa_caso,ley,pais_hecho,departamento_hecho,municipio_hecho,seccional,anio_hechos,anio_entrada,anio_denuncia,grupo_delito,victima_consumado,sexo,grupo_etario,pais_nacimiento,aplica_lgbti,aplica_nna,indigena,afrodescendiente,total_victimas,delito,agravante,Type,total_victimas_nna,cod_dep,cod_mun
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,66,66001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,EL TARRA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,54,54250
SI,NO,NO,ACTIVO,INDAGACIÓN,Jurisdicción Menores,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2022,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54001
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Antioquia,LA CEJA,DIRECCIÓN SECCIONAL DE MEDELLÍN,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05376
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,11,11001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,JAMUNDÍ,DIRECCIÓN SECCIONAL DE CALI,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76364
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,TIBÚ,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2025,2026,2026,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54810
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Guainía,INÍRIDA,DIRECCIÓN SECCIONAL DE META,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,94,94001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,TORO,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2017,2017,2017,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76823
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Valle del Cauca,EL CERRITO,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76248
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PORNOGRAFÍA,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2024,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,SIN DATO,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,SIN DATO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2011,2012,2012,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,PASTO,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,2,52,52001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,73,73001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,TIBÚ,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TURISMO SEXUAL. ART. 219,,ESCNNA,1,54,54810
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Vichada,PUERTO CARREÑO,DIRECCIÓN SECCIONAL DE META,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,2,99,99001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,VILLA DEL ROSARIO,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2021,2022,2022,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TURISMO SEXUAL. ART. 219,,ESCNNA,1,54,54874
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2016,2017,2017,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,08,08001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,IPIALES,DIRECCIÓN SECCIONAL DE CALI,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,52,52356
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,LA ESTRELLA,DIRECCIÓN SECCIONAL DE MEDELLÍN,2023,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05380
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,PELAYA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA EL TRABAJO FORZADO,,Trata con NNA,1,20,20550
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 1098,Colombia,Putumayo,VALLE DEL GUAMUEZ,DIRECCIÓN SECCIONAL DE PUTUMAYO,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,86,86865
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,38,TRATA DE PERSONAS ART. 188A,,Trata con NNA,38,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BARRANCABERMEJA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2024,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,68,68081
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2021,2022,2022,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,50,50001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Tolima,SUÁREZ,DIRECCIÓN SECCIONAL DE TOLIMA,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,73,73770
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,SANTANDER DE QUILICHAO,DIRECCIÓN SECCIONAL DE CALI,2022,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,19,19698
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,IPIALES,DIRECCIÓN SECCIONAL DE NARIÑO,2014,2014,2014,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,52,52356
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,MARIQUITA,DIRECCIÓN SECCIONAL DE TOLIMA,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,73,73443
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,54,54001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS EN PERSONA PROTEGIDA CON FINES DE EXPLOTACION SEXUAL ART. 141B,,Trata con NNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2022,2022,2022,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,EL TARRA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADULTO,Colombia,NO,SI,NO,NO,3,TRATA DE PERSONAS ART. 188A,,Trata con NNA,3,54,54250
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA MENDICIDAD,,Trata con NNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,08,08001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,PUERTO WILCHES,DIRECCIÓN SECCIONAL DE SANTANDER,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,68,68575
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,PUERTO GAITÁN,DIRECCIÓN SECCIONAL DE META,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,50,50568
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES,2016,2016,2016,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Ecuador,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,SI,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,50,50001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Guaviare,SAN JOSÉ DEL GUAVIARE,DIRECCIÓN SECCIONAL DE META,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,95,95001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,BARBACOAS,DIRECCIÓN SECCIONAL DE CALI,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,52,52079
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,MASCULINO,SIN DATO,Colombia,SI,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Casanare,AGUAZUL,DIRECCIÓN SECCIONAL DE CASANARE,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,85,85010
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2012,2012,2012,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,08,08758
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES,2017,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,2,86,86001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyacá,TUNJA,DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,15,15001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,LA UNIÓN,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2016,2016,2016,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,70400
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Casanare,YOPAL,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,85,85001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2024,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,4,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PORNOGRAFÍA,,Trata con NNA,4,54,54001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,PASTO,DIRECCIÓN SECCIONAL DE NARIÑO,2012,2012,2012,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,52,52001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Arauca,TAME,DIRECCIÓN SECCIONAL DE ARAUCA,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,81,81794
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES,2017,2018,2018,TRATA DE PERSONAS,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,POR PERSONA CON INMADUREZ SICOLÓGICA - ESPEC,Trata con NNA,1,86,86001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,EL ZULIA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PORNOGRAFÍA,,Trata con NNA,2,54,54261
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2026,2026,2026,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,68,68001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2023,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2012,2012,2012,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,11,11001
