criminalidad,es_archivo,es_preclusion,estado,etapa_caso,ley,pais_hecho,departamento_hecho,municipio_hecho,seccional,anio_hechos,anio_entrada,anio_denuncia,grupo_delito,victima_consumado,sexo,grupo_etario,pais_nacimiento,aplica_lgbti,aplica_nna,indigena,afrodescendiente,total_victimas,delito,agravante,Type,total_victimas_nna,cod_dep,cod_mun
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Guainía,INÍRIDA,DIRECCIÓN SECCIONAL DE META,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA EL TRABAJO FORZADO,,Trata con NNA,1,94,94001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,08,08001
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Valle del Cauca,EL CERRITO,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,76,76248
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2020,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,SI,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,AGUSTÍN CODAZZI,DIRECCIÓN SECCIONAL DE CESAR,2016,2016,2016,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,20,20013
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Arauca,ARAUCA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,2,TURISMO SEXUAL. ART. 219,,ESCNNA,2,81,81001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2017,2017,2017,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TURISMO SEXUAL. ART. 219,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,08,08001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2013,2013,2013,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,19,19001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,TIMANÁ,DIRECCIÓN SECCIONAL DE HUILA,2013,2013,2013,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,41,41807
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,ZARZAL,DIRECCIÓN SECCIONAL DE CALI,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,76,76895
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,76,76001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2020,2020,2020,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,SAN RAFAEL,DIRECCIÓN SECCIONAL DE MEDELLÍN,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,SI,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05667
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2013,2013,2013,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,TIBÚ,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2024,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54810
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,TULUÁ,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76834
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,PATÍA,DIRECCIÓN SECCIONAL DE CAUCA,2020,2020,2020,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,19,19532
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,COROZAL,DIRECCIÓN SECCIONAL DE SUCRE,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,70,70215
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2014,2014,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,23,23001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,CALDAS,DIRECCIÓN SECCIONAL DE MEDELLÍN,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,05,05129
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,ORTEGA,DIRECCIÓN SECCIONAL DE TOLIMA,2020,2020,2020,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA PROSTITUCION,,Trata con NNA,1,73,73504
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,CAUCASIA,UNIDAD Y GRUPOS - NIVEL CENTRAL,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,05,05154
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,68,68001
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Caquetá,CARTAGENA DEL CHAIRÁ,DIRECCIÓN SECCIONAL DE CAQUETÁ,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TURISMO SEXUAL. ART. 219,,ESCNNA,1,18,18150
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2020,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Norte de Santander,LOS PATIOS,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,2,54,54405
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,3,TRATA DE PERSONAS ART. 188A,,Trata con NNA,3,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2017,2017,2017,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2022,2022,2022,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,La Guajira,MAICAO,DIRECCIÓN SECCIONAL DE BOLÍVAR,2019,2019,2019,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,44,44430
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2013,2013,2013,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05088
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76109
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2017,2017,2017,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,LORICA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,23,23417
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,MADRID,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,25,25430
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,76,76109
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BARRANCABERMEJA,DIRECCIÓN SECCIONAL DE SANTANDER,2015,2015,2015,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,68,68081
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2018,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,11,TRATA DE PERSONAS ART. 188A,,Trata con NNA,11,08,08001
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2014,2014,2014,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,SI,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76109
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,54,54001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2012,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188A,,Trata con NNA,2,41,41001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,GRANADA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2024,2025,2025,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,50,25312
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,VILLA DEL ROSARIO,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2016,2016,2016,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54874
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES,2017,2018,2018,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,TRATA DE PERSONAS ART. 188B,POR PERSONA CON INMADUREZ SICOLÓGICA - ESPEC,Trata con NNA,2,86,86001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2026,2026,2026,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188B,CUANDO SE TRATE DE MENOR DE 14 AÑOS,Trata con NNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2024,2024,TRATA DE PERSONAS,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,LA VIRGINIA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2013,2013,2013,TRATA DE PERSONAS,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,66,66400
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2022,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,EL TARRA,DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2025,2025,2025,TRATA DE PERSONAS,NO APLICA,SIN DATO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54250
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2021,2022,2022,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A CUANDO LA FINALIDAD SEA LA MENDICIDAD,,Trata con NNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2023,2023,2023,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,TURISMO SEXUAL. ART. 219,,ESCNNA,1,47,47001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,GUADALAJARA DE BUGA,DIRECCIÓN SECCIONAL DE CALI,2022,2022,2022,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76111
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2020,2020,2020,TRATA DE PERSONAS,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,76,76001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,LA MACARENA,DIRECCIÓN SECCIONAL DE META,2010,2010,2010,TRATA DE PERSONAS,NO APLICA,SIN DATO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,50,50350
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2021,2021,2021,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,54,54001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2025,2026,2026,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,05,05088
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2014,2014,2014,TRATA DE PERSONAS,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2024,2024,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,La Guajira,RIOHACHA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2016,2016,2016,TRATA DE PERSONAS,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,TRATA DE PERSONAS ART. 188A,,Trata con NNA,1,44,44001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,DOSQUEBRADAS,DIRECCIÓN SECCIONAL DE RISARALDA,2011,2011,2011,TRATA DE PERSONAS,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,1,TURISMO SEXUAL. ART. 219,,ESCNNA,1,66,66170
